production_P,injection_P,fcv1_pid
-1.738167,-1.881795,100
-1.572017,-1.759869,100
-1.529568,-1.27048,100
-1.847894,-1.282743,100
-1.557947,-1.549955,100
-1.132174,-1.779863,100
-1.591982,-1.963333,100
-1.209726,-1.867002,100
-1.294785,-1.587651,100
-0.972281,-1.637629,100
-0.438651,-1.720742,100
-1.017668,-1.490749,100
-1.093064,-2.013091,100
-0.81214,-1.896167,100
-0.600174,-2.113534,100
-0.881279,-1.788251,100
-0.9127,-1.733988,100
-0.748658,-1.819439,100
-1.010857,-2.159333,100
-0.685234,-2.147423,100
-0.612594,-2.059691,100
-1.034094,-1.746413,100
-0.733425,-2.092282,100
-0.501236,-1.872299,100
-0.687408,-2.040891,100
-0.613786,-1.436027,100
-1.114069,-1.712726,100
-1.295872,-1.990989,100
-1.466382,-1.93016,100
-1.521975,-1.953656,100
-2.087342,-1.961271,100
-1.586211,-2.048363,100
-1.686408,-2.179164,100
-1.680799,-1.461107,100
-1.598306,-1.762561,100
-1.476989,-1.729121,100
-1.765839,-2.088063,100
-1.35945,-1.556807,100
-1.24563,-1.596794,100
-1.333685,-2.015601,100
-1.214896,-2.039927,100
-1.195016,-1.905137,100
-1.362006,-2.06243,100
-0.696375,-2.174468,100
-0.634362,-1.712153,100
-1.11321,-1.914146,100
-0.930233,-1.9615,100
-1.016943,-1.755041,100
-0.999295,-1.854444,100
-0.37142,-1.972895,100
-0.664324,-1.89527,100
-0.535042,-1.665076,100
-1.035944,-2.159848,100
-0.92513,-1.439797,100
-0.539068,-1.572945,100
-0.512158,-1.713012,100
-0.913216,-1.830604,100
-1.01121,-1.855102,100
-0.788465,-2.241481,100
-0.704922,-2.07078,100
-1.557412,-2.097215,100
-1.473956,-2.130455,100
-1.431355,-1.944236,100
-1.75776,-1.6815,100
-1.194158,-1.977705,100
-1.221315,-2.21267,100
-0.938599,-2.001124,100
-0.728331,-2.342927,100
-0.961511,-1.704537,100
-1.481158,-2.069864,100
-1.015674,-1.879122,100
-1.193357,-1.776227,100
-1.473822,-1.887921,100
-1.363055,-2.049251,100
-1.453542,-1.504014,100
-1.701995,-1.796201,100
-2.061272,-1.704881,100
-1.209687,-1.72058,100
-0.594117,-1.886089,100
-1.471266,-1.67606,100
-1.088208,-1.875763,100
-1.626599,-2.344635,100
-1.76686,-1.941841,100
-2.410914,-2.038954,100
-2.107078,-1.646724,100
-2.053869,-1.957712,100
-1.809557,-1.731383,100
-1.791509,-1.917677,100
-1.645104,-2.187781,100
-1.581546,-1.591354,100
-1.419259,-1.631302,100
-1.462643,-2.092157,100
-1.857977,-1.971654,100
-1.428207,-2.224141,100
-1.573819,-2.139683,100
-0.898049,-2.127744,100
-1.161544,-2.344053,100
-1.301481,-1.967427,100
-1.574936,-1.511667,100
-1.645028,-2.137822,100
-1.573533,-1.960956,100
-1.364067,-1.782773,100
-2.024213,-2.108343,100
-1.864988,-1.502153,100
-2.284236,-1.930103,100
-1.8906,-1.989357,100
-2.453582,-1.802585,100
-2.054156,-2.23335,100
-1.839414,-1.442154,100
-1.833433,-1.899135,100
-1.404645,-1.77031,100
-1.657391,-2.226527,100
-1.118275,-1.992525,100
-1.363628,-2.05241,100
-0.940802,-2.013587,100
-1.224454,-1.924396,100
-1.48588,-1.932183,100
-1.713213,-1.925503,100
-1.955732,-1.946918,100
-2.310325,-1.860065,100
-2.084299,-1.55654,100
-2.52956,-1.918708,100
-2.620075,-1.802079,100
-2.237724,-1.90718,100
-2.21401,-1.929301,100
-1.874679,-1.663893,100
-2.271091,-1.686062,100
-1.975869,-1.996476,100
-1.876549,-2.555704,100
-1.852587,-1.914805,100
-2.03731,-1.743942,100
-2.125221,-1.858776,100
-1.870473,-1.921113,100
-2.33422,-1.938568,100
-2.293603,-1.859463,100
-2.234996,-1.938596,100
-2.389556,-2.289293,100
-2.333534,-1.982209,100
-1.84136,-1.809323,100
-1.505234,-1.54714,100
-1.704742,-1.965041,100
-1.689194,-1.909718,100
-1.687677,-1.691396,100
-1.664583,-1.871564,100
-2.032416,-1.904775,100
-2.174671,-1.690766,100
-2.230055,-1.773077,100
-2.222939,-2.020821,100
-2.18339,-1.750842,100
-2.154143,-1.896835,100
-2.446141,-2.05199,100
-2.260331,-1.954343,100
-1.804625,-2.028952,100
-1.342604,-1.796859,100
-1.72569,-2.193154,100
-1.872867,-1.789921,100
-1.790832,-2.401169,100
-1.855592,-2.10213,100
-2.110483,-2.043582,100
-2.107211,-1.912438,100
-2.203956,-1.754315,100
-2.57467,-1.706589,100
-1.902982,-1.882539,100
-2.73606,-1.919204,100
-2.140235,-2.309582,100
-2.155231,-2.173495,100
-2.055329,-1.79391,100
-2.245508,-1.586935,100
-1.905538,-2.217604,100
-1.701175,-1.939856,100
-1.97315,-1.740812,100
-1.735801,-2.072012,100
-2.060613,-2.080677,100
-2.28292,-2.093923,100
-2.434876,-1.640082,100
-2.801822,-2.025975,100
-2.314189,-1.674991,100
-2.13373,-2.026108,100
-1.956381,-2.215848,100
-2.034334,-2.081937,100
-1.605603,-1.726344,100
-1.518884,-1.861009,100
-2.010982,-2.128317,100
-2.181139,-1.864932,100
-2.096604,-2.215085,100
-2.601255,-1.952911,100
-2.967228,-1.817301,100
-2.583885,-1.71722,100
-2.299594,-1.995436,100
-2.023421,-1.823895,100
-2.384987,-2.300268,100
-1.271052,-2.144856,100
-2.322526,-1.512412,100
-2.096079,-1.406042,100
-1.836018,-1.902446,100
-1.927726,-2.276772,100
-1.858463,-1.72349,100
-2.366748,-2.113754,100
-2.216509,-1.498784,100
-2.280354,-1.643088,100
-2.613083,-2.045844,100
-2.489878,-1.757713,100
-2.226678,-2.206333,100
-2.551519,-2.249479,100
-2.813364,-2.336036,100
-2.799256,-2.205436,100
-2.420701,-1.775578,100
-2.229845,-1.977743,100
-2.736604,-1.781103,100
-3.008341,-2.077852,100
-2.427283,-1.915683,100
-2.630397,-2.119594,100
-2.506876,-1.733091,100
-2.157367,-1.904508,100
-1.977386,-2.200798,100
-1.464684,-2.335807,100
-2.030461,-1.812682,100
-1.716647,-2.27349,100
-1.453313,-1.827283,100
-1.534624,-2.061418,100
-2.302475,-2.635591,100
-1.879458,-1.877844,100
-2.536771,-2.599107,100
-2.120118,-1.767876,100
-1.802383,-1.993986,100
-1.84632,-2.114441,100
-2.373788,-1.885688,100
-2.032454,-2.167597,100
-2.45466,-2.14916,100
-2.836305,-1.966949,100
-2.676861,-1.704127,100
-2.759793,-1.888303,100
-2.705068,-1.797012,100
-2.083803,-1.586449,100
-2.450615,-2.125225,100
-2.009523,-1.745526,100
-1.826364,-1.813484,100
-2.052629,-2.405168,100
-2.330825,-1.965298,100
-1.786272,-1.813407,100
-1.687572,-1.794912,100
-2.119374,-1.666584,100
-2.36919,-1.888379,100
-2.443404,-1.303032,100
-1.76582,-1.939579,100
-2.289101,-2.165727,100
-2.197403,-1.939178,100
-2.013958,-1.571218,100
-1.821652,-2.262114,100
-1.551126,-1.909289,100
-1.82873,-1.470221,100
-2.4203,-2.113124,100
-1.799607,-1.40399,100
-1.808736,-1.658386,100
-1.447857,-2.164276,100
-2.193425,-2.14329,100
-1.443374,-1.672949,100
-1.828539,-2.171815,100
-2.452828,-1.903487,100
-2.120986,-1.739275,100
-1.679006,-2.297863,100
-2.043901,-1.856505,100
-1.953853,-2.303217,100
-2.079167,-1.772677,100
-2.089297,-1.961214,100
-1.602732,-2.278309,100
-1.63341,-2.456244,100
-2.274449,-1.814362,100
-1.901331,-2.020134,100
-1.901513,-1.762752,100
-2.034734,-1.898304,100
-1.887032,-1.832236,100
-1.99324,-1.834593,100
-1.845853,-2.435115,100
-1.670898,-1.966367,100
-2.052057,-1.581143,100
-1.896199,-1.515618,100
-2.329184,-2.027435,100
-2.879011,-1.671289,100
-2.723078,-1.876861,100
-3.36529,-2.041168,100
-3.027419,-1.860532,100
-3.291268,-2.032798,100
-3.04664,-1.881537,100
-2.650705,-2.636917,100
-2.487751,-2.446471,100
-2.593071,-1.920159,100
-2.832728,-2.22041,100
-2.52749,-2.004149,100
-2.448097,-1.691482,100
-2.324949,-2.196876,100
-3.14059,-2.244421,100
-3.17121,-1.812176,100
-3.25481,-1.96213,100
-3.624894,-2.069311,100
-2.565894,-1.961176,100
-2.725186,-1.5532,100
-2.51073,-1.905386,100
-2.615544,-1.743484,100
-3.036577,-1.889219,100
-2.402806,-1.857077,100
-3.261258,-1.847878,100
-2.622603,-1.957034,100
-2.82441,-1.786094,100
-3.339049,-1.977981,100
-2.782133,-2.542763,100
-3.111935,-2.214569,100
-3.336406,-1.755165,100
-3.695483,-1.881623,100
-2.996131,-1.591736,100
-3.889391,-1.993652,100
-3.20287,-1.940992,100
-3.139846,-1.770558,100
-3.520929,-1.964707,100
-3.121989,-1.723061,100
-2.557986,-1.925503,100
-2.350694,-2.227815,0
-2.661885,-1.832169,0
-2.760976,-1.922697,0
-2.542819,-1.791725,0
-2.185412,-1.922067,0
-1.744768,-1.890727,0
-2.031691,-1.924005,0
-1.891306,-1.505579,0
-1.868307,-2.068538,0
-1.975516,-2.018684,0
-2.185431,-1.943253,0
-1.937455,-1.56845,0
-1.933669,-1.615833,0
-2.226105,-2.061342,0
-2.062035,-1.949705,0
-2.879555,-2.133394,0
-2.244745,-1.966329,0
-2.15421,-1.921619,0
-2.262716,-1.981312,0
-2.344332,-1.803043,0
-2.10392,-2.060455,0
-1.99219,-2.203232,0
-2.154086,-2.40011,0
-2.109444,-2.075743,0
-1.91563,-1.846408,0
-2.018461,-2.269787,0
-2.351591,-2.074426,0
-1.909258,-1.995054,0
-2.05447,-1.833935,0
-2.030499,-1.958599,0
-2.540396,-1.855054,0
-3.07602,-2.116254,0
-3.078357,-1.975061,0
-3.229913,-1.798596,0
-2.864922,-2.160917,0
-2.42837,-2.181674,0
-1.495857,-1.342255,0
-1.976756,-2.14162,0
-1.738138,-2.074827,0
-2.343454,-1.75338,0
-2.185298,-2.179488,0
-2.360147,-2.209511,0
-2.624072,-1.868491,0
-2.243924,-2.007919,0
-2.626333,-2.172016,0
-2.279362,-2.10485,0
-2.20388,-2.391655,0
-2.221622,-1.880926,0
-2.847704,-1.807949,0
-2.189705,-2.067755,0
-2.259521,-2.0522,0
-2.217129,-1.777744,0
-1.60443,-1.932145,0
-1.793188,-2.07266,0
-2.581662,-2.082815,0
-2.121615,-2.144502,0
-2.26616,-2.022091,0
-2.301864,-2.213615,0
-2.147352,-2.347965,0
-1.646001,-2.183849,0
-1.855573,-2.303656,0
-1.162584,-1.829631,0
-0.747275,-2.227405,0
-0.330507,-1.676709,0
-0.090382,-2.298359,0
0.349557,-2.004789,0
0.080032,-1.874561,0
0.215133,-2.011125,0
0.101609,-1.902341,0
-0.002051,-1.862517,0
-0.091813,-1.890059,0
0.226427,-1.906588,0
0.2961,-2.080601,0
-0.068843,-1.963199,0
0.38487,-2.480188,0
0.165702,-1.514893,0
-0.016378,-2.022654,0
-0.036076,-1.914757,0
0.025965,-2.595204,0
0.090153,-1.979652,0
0.309178,-2.160583,0
0.208608,-2.047447,0
0.241785,-1.796554,0
0.184875,-1.674543,0
0.091107,-2.157348,0
-0.112474,-1.715436,0
-0.045625,-1.81148,0
-0.169155,-2.101748,0
0.271528,-2.028771,0
0.072649,-1.732871,0
-0.162668,-1.88836,0
-0.175107,-1.629222,0
-0.50177,-1.763372,0
-0.093511,-2.422298,0
-0.079736,-1.706942,0
3.370442,-2.101262,0
3.736605,-1.684573,0
4.085771,-2.144827,0
3.93577,-1.849099,0
3.890326,-1.793366,0
3.517724,-1.710263,0
3.909185,-1.825384,0
3.881865,-2.010476,0
3.277494,-1.768344,0
3.457142,-1.618514,0
3.143404,-1.797174,0
3.246816,-1.837819,0
3.198864,-1.89484,0
3.694567,-1.623152,0
2.96139,-1.780731,0
3.595552,-1.463684,0
3.405698,-1.845282,0
3.789509,-2.14685,0
3.003391,-1.438365,0
3.207754,-1.756329,0
3.58711,-1.80499,0
3.232174,-2.011812,0
3.294406,-2.042609,0
2.977645,-2.163055,0
3.061931,-1.561493,0
2.911149,-1.729875,0
3.222148,-1.97969,0
3.111258,-1.757646,0
2.908697,-1.709614,0
3.12962,-1.522318,0
2.701691,-1.431981,0
3.075019,-1.828047,0
2.678655,-1.868625,0
2.635605,-1.47422,0
2.996284,-1.52498,0
2.503671,-1.787679,0
2.340631,-1.860179,0
2.565598,-1.792202,0
2.220134,-2.097053,0
2.136058,-1.76508,0
2.038407,-1.687293,0
1.694593,-1.975548,0
1.509985,-1.604543,0
1.31124,-1.782888,0
0.677049,-2.106806,0
0.830246,-1.799703,0
1.72466,-1.905338,0
1.854791,-1.672739,0
2.242618,-1.813665,0
2.684874,-1.808655,0
3.049111,-1.716953,0
2.230942,-1.794521,0
2.159399,-1.855846,0
1.811274,-1.369301,0
1.220648,-1.966787,0
1.990683,-1.815392,0
1.531133,-1.595534,0
1.363609,-1.447517,0
1.338083,-1.753819,0
0.859816,-1.269859,0
0.976087,16.08131,0
0.665145,33.462656,0
0.670944,47.946848,0
0.779918,60.608863,0
0.688229,60.302275,0
0.19657,60.3239,0
0.220227,60.484056,0
0.619167,60.57842,0
0.06126,60.713123,0
0.09477,61.032776,0
0.130885,60.761479,0
-0.076216,61.257778,0
0.327769,61.618773,0
-0.024973,61.391489,0
-0.530606,61.882034,0
-3.41785,61.853022,0
-8.774978,61.77951,0
23.055568,103.258496,0
76.240441,110.124094,0
87.921617,119.975552,0
98.287404,136.350385,0
106.93269,137.051636,0
114.715174,147.004577,0
117.459714,139.444684,0
118.644934,155.09898,0
120.465432,138.541067,0
121.276781,131.16495,0
121.698128,149.166486,0
122.300353,153.875023,0
123.167429,157.196863,0
123.832583,159.338273,0
124.554589,161.681858,0
125.723726,178.399401,0
126.182428,185.93994,0
127.216102,193.568621,0
128.847327,199.133067,0
130.175384,206.358735,0
131.095325,210.799039,0
132.276415,236.017186,0
134.481296,250.459635,0
136.338586,269.551989,0
139.005555,269.442088,0
140.962537,272.388561,0
143.704645,318.317556,0
146.745047,342.401215,0
150.187832,349.893303,0
153.291487,341.334838,0
156.60872,334.697457,0
158.954941,350.146715,0
162.980158,353.285953,0
166.192834,358.761638,0
169.666191,375.111134,0
173.839397,380.229785,0
177.723456,385.028717,0
181.937898,414.909116,0
186.714702,435.286235,0
192.459199,455.627491,0
199.881233,512.310233,0
201.347367,519.644293,0
202.413502,525.321428,0
204.168601,531.721762,0
205.537723,537.365352,0
206.310009,542.859026,0
207.706995,548.726052,0
209.48597,556.508561,0
210.9406,566.358472,0
212.308816,580.520836,0
214.230923,589.543706,0
215.82487,601.465715,0
218.065179,613.003176,0
219.777772,631.400196,0
221.884297,638.744563,0
225.366001,651.484317,0
257.669529,665.795747,0
263.435059,678.534604,0
267.096984,693.678486,0
269.16459,709.095593,0
272.342029,724.496075,0
275.022076,739.144279,0
276.860202,752.101754,0
280.250608,766.167997,0
283.319437,764.28961,0
285.931404,757.175084,0
288.605451,751.845306,0
291.700607,747.230417,0
294.659612,740.968413,0
297.169102,735.952743,0
300.548348,730.851012,0
303.344857,743.178869,0
306.715108,735.190129,0
309.932296,733.059178,0
313.295268,731.518585,0
316.795192,729.625978,0
319.573978,726.860789,0
323.525325,723.806572,0
326.332546,720.906413,0
329.762701,718.167105,0
332.761876,715.453517,0
335.421996,713.584387,0
338.201192,712.413463,0
341.319909,710.188281,0
344.216987,708.098214,0
346.884719,707.109738,0
349.888911,704.961371,0
352.631563,702.833064,0
356.025671,699.803755,0
359.011195,695.696158,0
361.241402,692.552759,0
363.937818,689.763579,0
367.078818,689.07023,0
369.805072,687.588414,0
372.71148,684.701119,0
374.887658,683.041931,0
378.135533,678.08793,0
381.364464,677.227488,0
383.454458,676.711711,0
385.887836,676.216567,0
388.985357,675.577834,0
391.327323,674.865532,0
394.264256,674.972388,0
396.688992,674.313405,0
399.390416,673.862885,0
402.112921,672.438949,0
404.669639,673.278282,0
407.350983,672.525678,0
409.94125,671.034176,0
412.75966,670.993942,0
415.29066,669.770806,0
417.623546,668.704372,0
420.00548,668.358904,0
422.985185,667.561743,0
425.384653,666.433325,0
427.974718,665.819281,0
430.46245,666.755612,0
432.856213,666.659558,0
435.608032,666.465171,0
438.343663,665.412565,0
440.604977,664.96591,0
443.27042,664.555424,0
445.596885,662.944697,0
448.341034,662.238331,0
450.830015,661.085215,0
452.96572,661.335688,0
455.480247,661.139221,0
458.030335,660.386875,0
460.443109,659.987622,0
462.86752,659.672912,0
464.705494,658.484954,0
467.252444,656.734828,0
469.108636,658.655807,0
471.509124,657.552402,0
474.007521,656.872786,0
476.23955,657.380785,0
478.839679,656.189495,0
480.677052,655.77754,0
483.119225,655.299364,0
484.829367,654.763193,0
487.107116,654.32213,0
489.144874,654.203125,0
491.389695,654.456948,0
493.856794,652.602371,0
495.562796,652.675148,0
497.372591,652.910162,0
499.705915,652.859907,0
501.912313,651.653596,0
503.8963,652.712844,0
505.580008,652.531503,0
507.687735,651.724331,0
509.453804,651.07512,0
511.312314,651.260794,0
513.248845,651.060538,0
515.203948,650.866083,0
516.946884,650.890591,0
518.667699,649.792615,0
520.464293,649.9108,0
522.011613,650.677222,0
523.985727,650.306026,0
526.04181,649.733447,0
528.05924,650.665731,0
529.670643,650.2493,0
531.457373,650.320493,0
532.950436,649.072402,0
534.751608,649.936032,0
536.453364,650.173689,0
538.481374,651.300475,0
540.185973,650.750457,0
541.714187,649.131313,0
542.843022,649.446079,0
544.552514,649.694558,0
546.31781,649.93983,0
547.938657,649.05928,0
549.218695,648.320486,0
550.389692,647.874776,0
552.365943,649.460203,0
553.551058,649.882208,0
555.457073,648.274611,0
556.257318,647.016213,0
557.691516,647.267212,0
559.275466,648.005538,0
560.622562,646.930515,0
561.506694,646.61613,0
562.837145,647.055732,0
564.144044,647.088217,0
565.402572,646.208688,0
566.579321,647.169698,0
568.492328,649.178962,0
569.331435,648.667461,0
570.191051,648.558477,0
571.53355,648.879647,0
572.353274,648.159853,0
573.552784,649.516566,0
574.888252,648.480909,0
576.99328,647.522227,0
577.948619,647.76289,0
579.117528,648.681757,0
579.740996,647.541591,0
580.943215,647.904226,0
581.600309,648.227315,0
583.207486,649.013253,0
583.863712,649.630017,0
585.35499,650.343617,0
585.72952,650.304594,0
587.503887,650.7224,0
588.438957,650.367456,0
589.309648,651.04649,0
590.138519,650.604406,0
591.42864,649.556953,0
592.343944,649.696219,0
593.510077,649.927061,0
594.26919,649.022109,0
595.130685,649.668429,0
596.020645,649.925115,0
597.043196,648.75963,0
597.808939,649.034086,0
598.816925,648.872432,0.386158
598.993854,648.116584,0.104231
600.108648,648.842227,0.99019
601.240154,648.683627,3.230629
602.148438,650.472709,6.798352
602.701079,650.914802,11.498805
603.518066,651.012668,17.670687
604.407462,649.816073,25.128503
605.011242,644.076774,33.897429
604.766033,614.742327,42.017321
604.962231,611.22715,50.061583
604.585603,605.26574,57.592116
604.318731,600.488405,64.996986
603.946901,596.559335,71.81262
604.200018,591.22993,79.123796
603.387324,586.616148,84.764389
603.056626,578.72664,90.099588
602.485632,568.027728,94.083376
601.167457,560.070482,95.946631
599.748656,546.263405,95.254183
597.825594,522.905867,91.441097
595.466477,499.467879,84.041776
592.289677,477.499005,70.777898
588.839289,457.180138,51.185849
585.512565,446.207563,25.837432
581.955474,438.908517,0
578.875476,440.542176,0
576.589446,443.006427,0
573.777942,444.714467,0
572.171375,446.987002,0
569.786226,449.443083,0
568.358611,452.086719,0
566.177348,455.33747,0
564.190165,456.883828,0
562.464695,458.645386,0
560.315903,462.428291,0
558.757737,461.922363,0
557.119367,463.35901,0
555.54156,463.031885,0
554.051941,465.231844,0
552.33516,468.612193,0
551.469802,468.40789,0
550.135144,471.442973,0
548.651077,472.755749,0
547.593193,473.524509,0
545.726001,474.260869,0
544.850303,473.382505,0
543.461473,472.861212,0
542.497672,473.835553,0
541.832565,473.68727,0
540.305363,473.547279,0
539.778133,473.728707,0
537.983238,474.516725,0
536.876915,475.517034,0
536.1944,476.710251,0
535.20284,477.540213,0
534.07288,479.162802,0
533.064474,480.728312,0
532.657951,481.90459,0
531.760513,484.699468,0
531.136663,490.725343,0
530.573605,495.175315,0
529.703248,501.648741,0
529.117076,507.043346,0
529.055035,512.927284,0
528.439026,518.632647,0
528.384405,524.089846,0
528.428609,531.620937,0
528.257069,535.907604,0
528.06856,539.781389,0
528.595904,543.733058,0
528.915842,551.776032,0
529.120997,552.647831,0
528.730289,556.738392,0
529.037521,561.703845,0
529.738284,565.499643,0
530.180102,569.677669,0
530.539503,574.625056,0
531.03368,578.811718,0
531.810125,582.673193,0
532.568752,586.751825,0
532.544885,592.160898,0
533.984119,594.371344,0
534.75694,596.957558,0
535.41763,598.618358,0
535.902058,601.424889,0
537.255079,604.049886,0
537.877059,608.916757,0
539.201625,616.157541,0
539.875316,623.493214,0
541.193319,629.214533,0
542.131785,634.402364,0
543.772444,639.29898,0
544.900325,643.814419,0
546.279139,646.939552,0
547.688239,651.55364,0
549.20347,656.125584,0
550.954439,660.508867,0
552.564192,664.691111,0
554.100924,671.048739,0
555.58667,669.577049,0
557.403743,669.673798,0
559.155694,668.587924,0
560.607758,673.092665,0
562.280783,671.681746,0
563.959799,670.024801,0
565.748799,667.701476,0
566.864575,665.197974,0
568.302941,664.782784,0
570.464248,662.408297,0
571.224067,661.979135,0
573.672231,658.809941,0
575.434036,658.561262,0
576.749282,658.690993,0
578.194897,658.31827,0
578.844598,660.89516,0
580.621522,663.06291,0
581.864453,663.353351,0
583.221279,665.007251,0
584.934283,666.64782,0
585.529821,667.434569,0
587.408059,668.762128,0
588.612223,670.574953,0
589.857663,672.385335,0
591.517419,673.324872,0
592.77857,675.65648,0
593.992464,677.578614,0
595.433539,678.573226,0.1
596.76606,680.049812,0
598.279889,681.349075,0.330012
599.072245,683.249192,0
600.541556,684.6194,1.947996
601.808926,685.581049,5.665072
603.133987,684.61354,12.075675
604.582388,685.568404,20.56435
605.769678,680.286486,31.081622
607.459597,669.319952,44.567207
608.067975,638.851915,58.227796
607.541957,585.984802,70.93637
605.467989,545.792768,79.853002
602.404245,498.996927,83.812599
599.206927,465.977614,82.304425
594.145908,431.329385,71.662885
588.47965,400.316197,51.323423
584.091579,386.239007,23.766676
580.28077,385.88622,0
577.456961,388.114541,0
573.651646,390.635049,0
571.421295,393.018917,0
568.420404,395.520978,0
565.992749,398.599864,0
563.146838,401.007361,0
561.191926,402.288815,0
558.498963,403.924984,0
556.305633,405.372024,0
554.130895,406.906796,0
551.499459,409.35134,0
550.096683,410.471446,0
547.525733,412.00471,0
545.535861,413.528421,0
544.187734,414.246907,0
542.716,415.89845,0
540.386215,416.987035,0
538.663378,417.63637,0
537.330265,417.340957,0
534.928537,418.671073,0
533.714566,420.433901,0
531.92694,421.656893,0
530.449331,423.719056,0
528.777803,426.783255,0
527.322048,430.129946,0
526.094856,433.799705,0
524.662528,437.32663,0
523.48016,440.740085,0
522.267125,444.105499,0
521.408911,447.154592,0
520.847093,449.375154,0
519.092185,452.503055,0
518.375205,455.340028,0
517.578089,456.80647,0
516.675557,458.755421,0
515.968612,459.80859,0
515.127922,459.696074,0
514.019405,459.506955,0
513.66278,458.640691,0
512.994907,457.726109,0
512.079517,456.271874,0
511.349536,454.383962,0
509.901955,456.386765,0
509.5774,459.629796,0
509.335186,462.598582,0
508.408187,464.506658,0
507.371012,466.339467,0
507.263965,467.963803,0
506.828529,469.424576,0
506.374569,471.862783,0
505.69854,474.760862,0
505.430055,477.301115,0
504.867293,479.24286,0
504.5369,481.945483,0
504.388245,483.96535,0
503.721192,486.084477,0
503.22361,488.74845,0
503.285327,491.646748,0
502.851503,495.682693,0
502.600942,496.980333,0
502.401368,498.539641,0
502.028202,499.945979,0
502.224963,501.730575,0
502.011375,503.560521,0
501.926249,506.234743,0
502.022517,509.138634,0
502.105869,511.360838,0
501.660493,513.769556,0
501.821807,515.699763,0
502.582093,518.537882,0
502.555976,521.888017,0
502.766329,524.67465,0
503.064976,527.303026,0
503.464221,529.770282,0
503.955728,533.507322,0
503.734251,535.610788,0
504.626357,538.397268,0
505.10737,540.223053,0
504.934667,541.901967,0
505.986522,542.972743,0
506.025079,546.052307,0
506.027626,550.865754,0
506.89679,558.200635,0
507.754174,566.46948,0
508.213696,573.038826,0
508.998059,578.854844,0
510.02684,583.975442,0
510.708096,588.022858,0
511.911134,590.572082,0
512.594756,596.901167,0
514.061787,595.960942,0
515.096014,597.827563,0
515.875149,599.125661,0
516.854785,601.061213,0
518.144199,601.981225,0
519.381426,604.116623,0
520.414146,605.337754,0
521.369448,606.722181,0
522.123696,609.186202,0
523.718053,612.422715,0
524.69083,615.117322,0
526.194138,619.0529,0
527.446942,623.909664,0
528.720044,631.206896,0
529.78803,638.413878,0
531.339977,646.76575,0
533.268809,655.417567,0
534.545222,664.516125,0
536.511514,671.163306,0
538.876174,677.868587,0
540.198049,683.306815,0
542.614391,688.085572,0
544.537185,693.56599,0
546.630956,698.350082,0
548.676298,702.63401,0
551.047778,704.886227,0
553.432011,705.659196,0
555.932163,707.082874,0
557.917933,708.338514,0
560.083438,710.806544,0
562.589188,716.324696,0
565.620347,722.322399,0
567.787053,728.706787,0
569.819383,734.831559,0
572.370034,740.095545,0
575.406973,742.380896,0
578.12903,745.40928,0
580.837351,743.98019,0
583.136468,744.081063,0
585.637049,744.31809,0
588.345446,740.377043,0.001553
590.756246,743.093628,0
593.32317,740.81217,0
596.030604,737.700579,0.176013
598.103351,735.453839,0
600.377809,734.630653,1.671954
602.520325,732.630092,6.632764
604.76361,731.300683,15.406095
606.869477,728.831575,27.910928
609.321027,720.637244,44.125154
610.400412,690.73082,61.838244
610.3125,622.249732,79.854118
608.80802,559.427932,95.222293
606.470442,488.669527,100
601.556448,445.947976,99.461942
595.28951,417.468561,90.329229
588.124036,394.352554,69.17456
582.810492,368.905416,39.202244
578.711138,364.446083,2.91031
575.852263,372.014373,0
572.485218,380.069601,0
569.750655,386.082497,0
566.910324,391.514168,0
563.90038,398.14672,0
561.557851,403.896727,0
559.769795,407.927375,0
556.919944,412.661098,0
554.827566,416.938259,0
553.014394,420.921726,0
551.245578,425.151266,0
549.383595,429.416852,0
547.662789,433.590898,0
546.227724,438.207409,0
544.635399,442.67203,0
543.563197,446.747398,0
542.139616,449.322943,0
540.687962,454.23522,0
538.741559,460.112038,0
538.32875,465.947515,0
537.145914,470.462295,0
536.274985,474.284298,0
534.926152,476.343961,0
534.476789,480.246233,0
533.865054,480.094771,0
532.952706,480.294465,0
532.213396,484.343341,0
531.505431,481.989125,0
530.70881,480.985495,0
530.308048,480.683459,0
529.402884,480.54971,0
528.602801,481.009878,0
527.960473,481.638237,0
527.290273,481.352377,0
526.680569,481.879119,0
525.912852,482.268839,0
524.976991,482.804714,0
524.568474,483.522809,0
524.206726,484.198302,0
523.392764,485.812722,0
522.663355,488.745949,0
522.458963,493.421219,0
521.866907,498.590812,0
521.709332,505.616547,0
521.758544,510.709288,0
521.518123,514.619367,0
521.190353,514.855516,0
521.095545,514.894748,0
520.733044,515.442743,0
520.56036,519.360877,0
520.766488,517.690304,0
520.509069,518.367878,0
520.330899,518.775004,0
520.324451,518.930197,0
520.575899,519.655154,0
520.30171,520.756297,0
520.343539,521.200184,0
520.642004,522.327104,0
520.699811,523.8244,0
520.196962,525.177877,0
520.431173,526.588434,0
520.422445,528.406737,0
520.906473,530.997665,0
521.19767,533.487224,0
520.766297,537.307615,0
521.232392,541.472165,0
521.170312,546.010947,0
521.768788,552.00154,0
521.796986,557.001234,0
522.683263,563.366564,0
523.109208,568.923767,0
523.703001,574.48309,0
524.660477,576.854064,0
524.878462,578.794302,0
526.428931,583.687817,0
527.152225,584.007803,0
527.552967,588.035761,0
528.073072,587.527943,0
