production_P,injection_P,fcv1_pid
4.98877,-0.443362,100
5.338889,-0.616182,100
5.659562,-1.369682,100
5.174781,-0.616812,100
5.162428,-0.745408,100
5.144084,-0.912711,100
5.293627,-1.383291,100
4.96683,-1.149786,100
4.917666,-0.768779,100
5.183432,-0.965676,100
5.409344,-0.697682,100
5.758739,-1.104446,100
5.939713,-0.922961,100
5.627988,-1.1334,100
5.651845,-0.845145,100
5.655889,-0.987989,100
5.766933,-0.972939,100
5.416537,-1.037757,100
5.424435,-1.000853,100
4.71399,-0.857866,100
3.771499,-1.218898,100
3.602182,-1.106154,100
3.554344,-0.969198,100
3.79797,-0.902901,100
3.294206,-1.421999,100
3.159077,-1.453778,100
2.981403,-0.880894,100
2.925619,-0.650595,100
2.856881,-1.287133,100
3.042357,-1.375943,100
2.482857,-1.02014,100
2.909269,-1.395125,100
2.862929,-1.034675,100
2.531487,-1.004384,100
2.705497,-1.252796,100
2.278551,-1.706589,100
2.52397,-1.464094,100
2.070506,-0.82894,100
2.226134,-1.484727,100
2.089631,-1.00384,100
2.466698,-1.548333,100
2.309744,-1.161495,100
2.405582,-1.106259,100
2.239766,-1.896358,100
1.999669,-1.485958,100
2.141285,-1.18689,100
2.488085,-0.965467,100
2.235511,-1.224672,100
2.400917,-1.366457,100
2.253788,-1.244245,100
2.563958,-1.335651,100
1.949647,-1.611605,100
2.487694,-1.201663,100
2.489868,-1.384427,100
2.089011,-1.233385,100
2.207314,-1.207933,100
2.107898,-1.107204,100
1.919255,-0.944509,100
1.708339,-1.227001,100
2.093724,-1.665887,100
2.359175,-1.38623,100
2.464485,-1.076035,100
1.404493,-1.190125,100
2.043167,-1.320057,100
2.271111,-1.516983,100
2.164799,-1.389151,100
1.694879,-1.307212,100
2.188388,-1.552694,100
1.858263,-1.461203,100
2.430755,-1.380695,100
2.143059,-1.662891,100
2.514737,-1.388244,100
2.585287,-1.411444,100
2.222824,-1.336338,100
2.204767,-1.12085,100
2.089927,-1.502678,100
2.428723,-1.408571,100
2.09111,-1.357944,100
2.183247,-1.32167,100
2.221517,-1.329496,100
2.684054,-1.393731,100
2.470361,-1.163709,100
2.551557,-1.188942,100
2.216719,-1.533732,100
2.309038,-1.269344,100
2.573783,-1.882291,100
2.624282,-1.431217,100
2.450682,-1.495396,100
2.345162,-1.402444,100
2.508212,-1.664971,100
2.313082,-1.292954,100
2.02654,-1.372059,100
2.568785,-1.592194,100
2.612845,-1.295149,100
2.740792,-1.191986,100
2.609134,-1.280662,100
2.555039,-1.666612,100
2.009933,-1.423277,100
2.43522,-1.524379,100
2.062188,-0.694914,100
2.283645,-1.110601,100
2.711698,-1.336663,100
2.464771,-1.025017,100
2.413556,-1.504338,100
2.306214,-1.417494,100
2.226401,-1.68443,100
2.324147,-1.2711,100
2.05551,-1.658672,100
1.855506,-1.131644,100
2.852894,-1.352304,100
2.271225,-1.182939,100
1.77721,-1.543895,100
2.464333,-1.190917,100
2.003733,-1.492104,100
1.966254,-1.327301,100
2.215136,-1.210538,100
2.493331,-1.194677,100
2.067167,-1.609982,100
2.317833,-1.478132,100
2.595608,-1.725972,100
2.204891,-1.159997,100
2.152751,-1.671021,100
1.568201,-1.117033,100
2.310173,-1.588462,100
2.435754,-1.45729,100
2.332504,-1.66228,100
2.189743,-1.926868,100
1.634125,-0.922111,100
2.640098,-1.826921,100
2.101679,-1.197559,100
2.525277,-1.202255,100
2.118382,-1.215444,100
1.993039,-1.379789,100
2.176865,-1.24352,100
2.582511,-1.285615,100
2.625274,-1.615021,100
2.23284,-1.473036,100
2.13519,-1.830662,100
1.984597,-1.535106,100
2.033723,-1.291904,100
1.790908,-1.437048,100
1.625969,-1.067122,100
2.129218,-1.133581,100
2.364497,-1.248043,100
2.897641,-0.980106,100
2.528196,-1.052158,100
2.898471,-1.258579,100
2.204328,-1.323388,100
1.958422,-1.007591,100
2.019243,-1.701178,100
1.45959,-1.853432,100
1.374502,-1.823905,100
1.896553,-1.488115,100
2.070277,-1.322414,100
2.279562,-1.546481,100
2.27113,-1.432935,100
2.613732,-1.699966,100
2.552416,-1.435703,100
2.488027,-1.499901,100
2.547741,-1.582355,100
2.590572,-1.620728,100
2.406517,-1.185306,100
2.798159,-1.24226,100
2.814032,-1.170208,100
1.951278,-1.27695,100
3.140256,-1.287925,100
2.538107,-1.05086,100
2.443423,-1.485452,100
2.693135,-1.305685,100
2.300395,-1.25793,100
2.627659,-1.397883,100
2.279467,-1.095713,100
1.946518,-1.247624,100
1.78797,-1.510837,100
1.828597,-1.554631,100
1.681124,-1.393731,100
1.604297,-1.423726,100
1.41945,-1.244341,100
1.404169,-1.387357,100
1.591419,-1.692026,100
1.556163,-1.366733,100
1.732348,-1.693047,100
1.553759,-1.803444,100
1.826202,-1.494385,100
1.567915,-1.49218,100
1.432557,-1.494652,100
1.397339,-1.266996,100
2.15546,-1.61903,100
2.485786,-1.549717,100
1.450108,-0.957985,100
1.523826,-1.22827,100
1.697817,-1.178673,100
2.001672,-0.845164,100
1.749995,-1.632724,100
1.468185,-1.351082,100
1.833824,-1.198647,100
1.592755,-1.224214,100
1.382744,-1.522909,100
1.311192,-1.0264,100
1.503555,-1.250467,100
1.454229,-1.278086,100
1.515317,-1.380123,100
1.933001,-1.599246,100
1.863996,-1.493516,100
2.028744,-1.503346,100
1.905901,-1.315457,100
1.770523,-1.133028,100
1.581518,-1.185611,100
1.334296,-1.313606,100
2.210881,-1.250639,100
2.214831,-2.035594,100
2.227546,-1.389857,100
2.064973,-1.492514,100
2.034696,-1.212313,100
1.226705,-1.416359,100
1.881738,-1.7049,100
2.423029,-1.414937,100
2.029822,-1.13841,100
1.697579,-1.501237,100
1.903974,-1.312594,100
2.221699,-1.59457,100
2.620762,-1.447842,100
2.013081,-1.205404,100
1.569518,-1.063199,100
2.070277,-1.208935,100
1.825449,-1.747349,100
1.908085,-1.558935,100
1.702444,-1.082486,100
1.228174,-1.703888,100
1.37,-1.400297,100
2.058401,-1.551616,100
1.638771,-1.596908,100
1.922804,-1.424556,100
2.020979,-1.366228,100
2.470037,-1.308176,100
2.014407,-1.203658,100
1.938925,-1.706332,100
1.399523,-1.691415,100
1.562793,-1.142323,100
1.779452,-1.107394,100
2.283769,-1.335451,100
2.199816,-1.490577,100
2.032636,-1.355711,100
1.503794,-1.624679,100
1.001394,-1.504739,100
1.398636,-1.501036,100
1.968982,-1.643651,100
1.549905,-1.214661,100
1.164444,-1.363126,100
1.517339,-1.133705,100
1.872285,-1.255258,100
1.729944,-1.528368,100
1.870129,-1.322252,100
1.914352,-1.463684,100
1.69258,-1.301142,100
1.539661,-1.448109,100
1.693048,-1.198285,100
2.082906,-1.383138,100
1.827051,-1.455782,100
2.218684,-1.164845,100
2.075361,-1.458798,100
1.670955,-1.805171,100
1.927631,-1.502888,100
2.013157,-1.328054,100
1.7795,-1.221809,100
1.771306,-1.69549,100
2.095059,-1.208458,100
1.921163,-1.640893,100
1.313243,-1.421751,100
1.255551,-1.362334,100
0.766096,-1.256213,100
0.990253,-1.146541,100
1.335574,-1.651887,100
1.285713,-1.461947,100
1.94543,-1.381497,100
1.727178,-1.146446,100
2.141428,-1.140529,100
1.941729,-1.580885,100
1.642396,-1.398026,100
1.381886,-1.207065,100
1.390413,-1.241936,100
2.128264,-1.455906,100
1.830819,-1.225407,100
1.938238,-1.004422,100
2.207581,-1.240132,100
2.516473,-1.308128,100
2.060032,-1.235866,100
1.572465,-1.545651,100
1.721359,-1.870495,100
1.722218,-1.600802,100
1.669429,-1.411997,100
2.057971,-1.705377,100
1.901036,-1.324934,100
2.260913,-1.404973,100
2.382984,-1.484259,100
2.251737,-1.518682,100
1.742898,-1.628458,100
1.298896,-1.439635,100
1.522309,-1.977542,100
1.548036,-1.745039,100
2.022343,-1.686243,100
1.996998,-1.238004,100
1.778651,-1.596994,100
1.829904,-0.926559,100
1.642567,-1.766798,100
1.301682,-1.610498,100
1.452417,-1.288851,100
1.382382,-1.44286,100
1.57009,-1.88001,100
1.511311,-1.546291,100
1.708167,-1.848899,100
1.585257,-1.235599,100
1.02196,-1.201625,100
1.024087,-1.713375,100
0.844888,-1.411816,100
1.217929,-1.684573,100
1.250915,-1.268199,100
1.37973,-1.459332,100
2.05593,-1.198227,100
1.735763,-1.486301,100
2.331454,-1.784033,100
2.09194,-0.888595,100
1.615047,-1.405947,100
1.85874,-1.769871,100
1.441333,-1.197741,100
1.480671,-1.533999,100
0.608121,-1.537129,100
1.382219,-1.442316,100
1.22888,-1.774089,100
1.907389,-1.634852,100
1.822587,-1.450991,100
2.082544,-1.683199,100
1.5463,-1.906015,100
1.200597,-1.286274,100
1.517759,-1.821004,100
0.866055,-1.38477,100
0.980809,-1.186222,100
1.561467,-1.301142,100
1.491059,-1.263981,100
1.867373,-1.358011,100
1.630186,-1.53898,100
1.850298,-1.7446,100
1.516929,-1.606146,100
1.448105,-1.312003,100
1.831926,-1.263026,100
2.037539,-1.444922,100
1.477676,-1.316259,100
1.226906,-1.828753,100
1.814136,-1.56679,100
1.635957,-1.257539,100
1.594319,-1.832866,100
1.62637,-2.037675,100
1.015159,-1.177146,100
1.578866,-2.024295,100
1.467794,-1.33338,100
1.835322,-1.274727,100
1.837144,-1.601871,100
2.075218,-1.097183,100
1.800829,-1.424928,100
1.527985,-1.240428,100
1.050482,-1.419708,100
0.538505,-1.129182,100
0.987773,-0.938783,100
0.966405,-1.117272,100
1.103137,-1.356284,100
1.12666,-1.320038,100
1.102136,-1.331538,100
1.478058,-1.423545,100
1.327361,-1.255277,100
1.648214,-1.533684,100
1.509746,-1.230083,100
1.950219,-1.839785,100
1.861144,-1.291256,100
1.640621,-1.617331,100
1.702253,-1.053198,100
1.051493,-1.518023,100
1.400592,-1.147009,100
1.12376,-1.287581,100
0.710245,-1.164406,100
0.959814,-1.265689,100
0.760344,-1.503365,100
1.50222,-1.262874,100
0.440644,-1.513175,100
0.807734,-1.072523,100
0.895778,-1.200909,100
0.915858,-1.499805,100
1.248359,-1.467387,100
0.671803,-1.530773,100
0.864719,-1.228861,100
0.833107,-1.025647,100
1.041305,-1.372106,100
0.984625,-1.370522,100
0.841473,-1.661125,100
0.779555,-1.437669,100
1.195265,-1.076837,100
1.510414,-1.124391,100
0.82767,-1.680813,100
1.028332,-1.456956,100
1.1126,-1.502191,100
1.589969,-1.698048,100
1.691436,-1.402807,100
1.740113,-1.444979,100
1.553339,-1.839814,100
1.315885,-1.967369,100
0.850468,-1.686711,100
1.052857,-1.426494,100
0.730945,-1.300112,100
0.480222,-1.65518,100
0.355862,-1.535001,100
0.472533,-1.509243,100
1.050234,-1.522241,100
0.676191,-1.640407,100
0.88271,-1.705225,100
0.728608,-1.62655,100
0.924014,-1.503384,100
0.767784,-1.458397,100
1.182902,-1.501504,100
1.208829,-1.062178,100
0.884761,-1.423029,100
0.2394,-1.208687,100
0.425315,-1.449636,100
-0.099711,-1.858337,100
0.45439,-1.344144,100
0.302978,-1.337569,100
-0.060429,-1.480041,100
0.198573,-1.598817,100
0.612985,-1.676251,100
0.819734,-1.687474,100
0.040236,-1.528416,100
-0.299438,-1.304502,100
-0.253909,-1.7797,100
0.194605,-1.765281,100
0.433805,-1.858967,100
0.263887,-1.164807,100
-0.169117,-1.326852,100
0.117969,-1.79266,100
-0.445385,-1.549802,100
0.51025,-1.709424,100
0.214751,-1.326241,100
0.570976,-1.70198,100
0.176615,-1.73164,100
-0.291731,-1.92118,100
-0.316303,-1.547083,100
-0.366173,-1.370369,100
-0.142398,-1.568755,100
0.16677,-1.750298,100
0.361633,-1.487008,100
-0.170376,-1.694221,100
-0.482864,-1.535755,100
-0.110967,-1.453587,100
0.123101,-1.899268,100
-0.441531,-2.030365,100
0.042706,-1.584216,100
-0.08814,-1.593721,100
0.042802,-1.678981,100
0.102411,-1.721496,100
0.329353,-1.615537,100
0.007774,-1.358001,100
-0.201807,-1.982629,100
-0.021463,-1.480709,100
-0.269887,-1.455076,100
0.114583,-1.85577,100
-0.21147,-1.723624,100
0.262714,-1.768134,100
0.122691,-1.712621,100
0.377029,-1.756854,100
-0.232189,-1.825537,100
0.212853,-1.430225,100
-0.082598,-1.543714,100
0.309416,-1.742205,100
0.277165,-1.878731,100
0.299591,-1.637563,100
-0.26071,-1.404305,100
-0.041809,-1.709519,100
0.162001,-1.38707,100
0.014814,-1.893943,100
0.261903,-1.432095,100
0.530931,-1.853413,100
0.059476,-1.801259,100
-0.240182,-1.270909,100
-0.455439,-1.493163,100
-0.079116,-1.549841,100
0.38424,-1.61296,100
0.045234,-1.779281,100
-0.026146,-1.914833,100
0.224472,-1.882892,100
0.122385,-1.621854,100
0.501723,-1.816499,100
0.133384,-1.763133,100
-0.040512,-1.647354,100
-0.130026,-1.758972,100
-0.05607,-1.875973,100
0.416024,-1.693696,100
0.508266,-2.007403,100
0.20692,-1.815564,100
0.094923,-1.688925,100
0.465226,-1.385839,100
0.434301,-1.838821,100
0.118656,-1.750307,100
-0.203409,-1.591841,100
-0.06642,-1.737672,100
-0.171349,-1.561674,100
0.092929,-1.655886,100
-0.022064,-1.595954,100
0.013021,-1.99305,100
-0.046102,-1.729407,100
-0.219092,-1.772457,100
-0.139718,-1.7517,100
-0.100274,-1.548151,100
0.301423,-1.579177,100
-0.141873,-1.873091,100
-0.42004,-2.25216,100
-0.060048,-1.805582,100
-0.473067,-2.150228,100
-0.468985,-1.738874,100
-0.055355,-1.865819,100
-0.451757,-1.237126,100
-0.233028,-1.674619,100
0.000983,-1.503899,100
0.076551,-1.573012,100
-0.27479,-1.610784,100
-0.239209,-1.664036,100
-0.370475,-2.215791,100
-0.528384,-2.181177,100
-0.281829,-1.892025,100
-0.594403,-1.619812,100
-0.390097,-2.314163,100
-0.890131,-1.837733,100
0.031498,-1.761043,100
-0.235184,-2.117676,100
-0.253632,-1.645426,100
0.161829,-1.627199,100
-0.211489,-1.812434,100
-0.077161,-1.907981,100
-0.378097,-1.652775,100
-0.638244,-1.933557,100
-0.246993,-1.828782,100
-0.377429,-2.079723,100
-0.428654,-1.741336,100
-0.380568,-1.743474,100
-0.198888,-1.825871,100
0.076035,-2.032044,100
-0.649453,-1.988622,100
-0.154102,-2.154809,100
-0.346256,-1.64493,100
-0.097527,-1.693839,100
-0.40472,-1.932231,100
-0.571433,-1.967417,100
-0.935432,-2.018216,100
-0.248853,-1.581639,100
-0.311324,-2.150534,100
-0.613376,-1.946355,100
-0.270316,-2.120358,100
-0.625939,-1.983163,100
-0.312764,-1.613848,100
-0.07801,-2.291851,100
-0.349137,-2.25467,100
-0.610753,-2.021871,100
-0.170109,-1.846799,100
-0.171521,-1.802996,100
-0.348889,-1.71034,100
-0.433242,-1.517079,100
-0.731975,-1.938539,100
-0.463204,-1.544458,100
-0.618155,-1.902103,100
-0.494187,-1.702925,100
-0.562867,-2.099821,100
-0.574925,-1.802881,100
-0.926961,-2.006525,100
-0.071914,-1.958904,100
-0.423989,-2.200016,100
-0.500082,-1.900795,100
-0.290491,-2.017004,100
-0.562858,-1.901244,100
-0.609627,-1.746433,100
-0.309817,-2.246682,100
-0.424399,-1.646247,100
-0.073574,-1.57806,100
0.07718,-1.762694,100
-0.399941,-1.585723,100
-0.437849,-2.059853,100
-0.671383,-2.366957,100
-0.86636,-1.692761,100
-0.497926,-2.103562,100
-0.032671,-2.003328,100
-0.608034,-2.012232,100
-0.723142,-2.115147,100
-0.377057,-1.885545,100
-0.495255,-1.470364,100
-0.798004,-2.015458,100
-0.449887,-1.770835,100
-0.612308,-2.332381,100
-0.371038,-1.824745,100
-0.768967,-2.041817,100
-0.496476,-1.788881,100
-0.405722,-1.845721,100
-0.259298,-1.790857,100
-0.708337,-1.88147,100
-0.898382,-1.459256,100
-0.553242,-2.028093,100
-0.430237,-1.843602,100
-0.347916,-2.229495,100
-0.453388,-1.635015,100
-0.245104,-1.948674,100
-0.356224,-2.022167,100
-0.531045,-1.886013,100
-1.026634,-2.117323,100
-0.387083,-1.782258,100
-0.439356,-1.683065,100
-0.703091,-1.783613,100
-0.350606,-2.17925,100
-0.433805,-1.926763,100
-0.422119,-1.462634,100
-0.430237,-1.73603,100
-0.128233,-1.49552,100
-0.56095,-1.874141,100
-0.027568,-2.20955,100
-1.196371,-2.126656,100
-1.196724,-1.895795,100
-1.20094,-2.169029,100
-0.768375,-1.685088,100
-1.236292,-1.894754,100
-1.086043,-1.944494,100
-1.149668,-2.16795,100
-1.263192,-1.761759,100
-1.191735,-1.857268,100
-1.152511,-1.729827,100
-0.701011,-2.054481,100
-1.188778,-1.793214,100
-0.6824,-2.241319,100
-0.730658,-1.932164,100
-0.781158,-2.064625,100
-0.530883,-1.973658,100
-0.463032,-1.843011,100
-0.640305,-1.556483,100
-0.510031,-1.742739,100
-0.460647,-1.544649,100
-0.024219,-1.728033,100
-0.609961,-1.549974,100
-0.300812,-2.037847,100
-0.067937,-2.036024,100
-0.511891,-1.839976,100
-0.827307,-2.140571,100
-1.340534,-1.690833,100
-0.531322,-1.726707,100
-1.219818,-1.887979,100
-0.837657,-2.071697,100
-0.380405,-2.015153,100
-0.861362,-1.673331,100
-0.637567,-1.592184,100
-1.199481,-1.479507,100
-0.70994,-1.656811,100
-1.013184,-2.512721,100
-0.88849,-2.13117,100
-1.260492,-2.083912,100
-0.392463,-1.992191,100
-0.894758,-1.817855,100
-0.623764,-2.010333,100
-1.065515,-2.038305,100
-0.847129,-1.628897,100
-0.914761,-1.668082,100
-0.89306,-2.018407,100
-0.514094,-1.865523,100
-0.213588,-2.2716,100
-0.670906,-1.870018,100
-0.448523,-1.813474,100
-1.156727,-1.740649,100
-0.689583,-1.951222,100
-1.107601,-1.900385,100
-0.432603,-1.95858,100
-0.671574,-1.64682,100
-0.564012,-1.562171,100
-0.652706,-1.556101,100
-1.132212,-1.697399,100
-0.985712,-1.791706,100
-1.486261,-1.900165,100
-1.156698,-1.95921,100
-0.681704,-1.406176,100
-0.323858,-2.070007,100
-0.288068,-1.909642,100
-0.538562,-2.023646,100
-0.480594,-1.575312,100
-0.736095,-1.640912,100
-0.55661,-2.264958,100
-1.144956,-1.855426,100
-1.406267,-1.54255,100
-1.787121,-1.130088,100
-1.37042,-1.590963,100
-1.279999,-1.869512,100
-1.34785,-1.929645,100
-0.549875,-1.923709,100
-0.482911,-2.008806,100
-0.808477,-1.881146,100
-0.964421,-2.048268,100
-0.770693,-2.405292,100
-1.302616,-2.018588,100
-1.294327,-1.852478,100
-1.355806,-1.938281,100
-1.014367,-1.695185,100
-0.82167,-1.701999,100
-0.981801,-1.955641,100
-1.006097,-1.950993,100
-1.436344,-1.953866,100
-2.060642,-1.963848,100
-1.850202,-1.931906,100
-1.430916,-1.771245,100
-1.7383,-1.491951,100
-1.44884,-1.658167,100
-0.976125,-1.735525,100
-0.925311,-1.392281,100
-0.579417,-1.659722,100
-0.789934,-1.744906,100
-1.462738,-1.937652,100
-1.277863,-1.845148,100
-1.392092,-1.877863,100
-1.088847,-1.961195,100
-1.29012,-1.817606,100
-0.931359,-1.809342,100
-0.844897,-2.218186,100
-0.727215,-2.235269,100
-0.735504,-2.187638,100
-1.666949,-2.163684,100
-1.86826,-1.514282,100
-1.539202,-1.408963,100
-1.287659,-1.412236,100
-1.54278,-1.704213,100
-1.558681,-1.760461,100
-1.716571,-1.835968,100
-1.377936,-2.081259,100
-1.162641,-1.916437,100
-1.179849,-2.093828,100
-1.37849,-1.757961,100
-1.921106,-2.157176,100
-1.794285,-2.023102,100
-2.361483,-1.900566,100
-1.652335,-2.180099,100
-1.681772,-1.916866,100
-1.04183,-1.905204,100
-1.620456,-1.660447,100
-1.163519,-2.089543,100
-0.965938,-2.200779,100
-1.329268,-2.072527,100
-1.705458,-1.838592,100
-1.555743,-2.291507,100
-1.672481,-1.738321,100
-2.279448,-1.473313,100
-2.222271,-1.800257,100
-2.567411,-1.902313,100
-2.068817,-1.700291,100
-2.120509,-1.626187,100
-2.201495,-1.915998,100
-2.384481,-1.873206,100
-2.25104,-1.739199,100
-2.191756,-1.683771,100
-1.827023,-2.326818,100
-2.461242,-1.830662,100
-2.292239,-2.208089,100
-2.564091,-1.907447,100
-1.938276,-2.076688,100
-2.408749,-2.148959,100
-1.978778,-1.855894,100
-1.724927,-1.830433,100
-1.499587,-2.245661,100
-2.355683,-1.998681,100
-2.033418,-2.369801,100
-1.991923,-1.429204,100
-2.302341,-1.698811,100
-2.357572,-2.165383,100
-2.370507,-2.003844,100
-2.151282,-1.914433,100
-2.011039,-1.851332,100
-1.745178,-1.880497,100
-1.316333,-2.015439,100
-1.490887,-2.06723,100
-1.553645,-1.905538,100
-1.503116,-1.486836,100
-1.666271,-2.148339,100
-1.303322,-1.690366,100
-1.463558,-1.790494,100
-2.352497,-1.949495,100
-2.033799,-1.716906,100
-1.833204,-1.893275,100
-1.552509,-2.124452,100
-1.379157,-1.949838,100
-0.907521,-1.314341,100
-0.768643,-2.159791,100
-1.077677,-1.830127,100
-1.291246,-2.229953,100
-1.295166,-2.105948,100
-1.455641,-1.664456,100
-1.795973,-2.039841,100
-2.080579,-1.506438,100
-2.015618,-1.897732,100
-1.90528,-2.061361,100
-1.821595,-1.959362,100
-1.608809,-1.903706,100
-1.825468,-1.55236,100
-1.744424,-1.976655,100
-1.737785,-1.94583,100
-1.252699,-1.791859,100
-1.447704,-1.942986,100
-1.623308,-1.742071,100
-0.906796,-1.614888,100
-0.610295,-2.076344,100
-0.95534,-2.034659,100
-0.878207,-1.889859,100
-0.716502,-2.144445,100
-0.823997,-2.235908,100
-0.727949,-1.781332,100
-0.887823,-2.024696,100
-1.077563,-1.534018,100
-0.502085,-1.996429,100
-1.190505,-2.049375,100
-0.481223,-2.230478,100
-0.757034,-1.737271,100
-0.758531,-2.399738,100
-1.040447,-2.169601,100
-1.175118,-1.759278,100
-0.791145,-2.022472,100
-1.316753,-2.100775,100
-1.369132,-2.083282,100
-1.658669,-1.942471,100
-1.553788,-1.658224,100
-1.15831,-2.057735,100
-1.305259,-2.084971,100
-1.917939,-1.897427,100
-1.340515,-2.125502,100
-1.674885,-1.515313,100
-1.589807,-1.973458,100
-1.570691,-1.706971,100
-1.338292,-2.016355,100
-1.060421,-1.729255,100
-0.858424,-1.938434,100
-0.945619,-1.959372,100
-0.889559,-2.017558,100
-1.013003,-1.313711,100
-1.347965,-1.911197,100
-1.466153,-1.611624,100
-1.529225,-1.638593,100
-1.683928,-2.118134,100
-1.649168,-1.647182,100
-1.929309,-1.836578,100
